plant_id,animal,toxic,clinical_signs
234,cat,TRUE,"Vomiting, melena, icterus, increased thirst, hemorrhagic gastroenteritis, bruising, coagulopathy, liver damage, liver failure, death."
234,dog,TRUE,"Vomiting, melena, icterus, increased thirst, hemorrhagic gastroenteritis, bruising, coagulopathy, liver damage, liver failure, death."
234,horse,TRUE,"Vomiting, melena, icterus, increased thirst, hemorrhagic gastroenteritis, bruising, coagulopathy, liver damage, liver failure, death."
235,cat,FALSE,null
235,dog,FALSE,null
235,horse,TRUE,null
236,cat,FALSE,null
236,dog,FALSE,null
236,horse,TRUE,null
237,cat,FALSE,null
237,dog,FALSE,null
237,horse,FALSE,null
238,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
238,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
238,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
239,cat,FALSE,null
239,dog,FALSE,null
239,horse,FALSE,null
240,cat,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
240,dog,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
240,horse,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
241,cat,FALSE,null
241,dog,FALSE,null
241,horse,TRUE,null
242,cat,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
242,dog,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
242,horse,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
243,cat,TRUE,"Photosensitization (ulcerative and exudative dermatitis), ocular toxicity."
243,dog,TRUE,"Photosensitization (ulcerative and exudative dermatitis), ocular toxicity."
243,horse,TRUE,"Photosensitization (ulcerative and exudative dermatitis), ocular toxicity."
244,cat,TRUE,"Diarrhea, seizures, tremors, extreme stomach pain, dilated pupils, fever, bloat, respiratory depression, and death"
244,dog,TRUE,"Diarrhea, seizures, tremors, extreme stomach pain, dilated pupils, fever, bloat, respiratory depression, and death"
244,horse,TRUE,"Diarrhea, seizures, tremors, extreme stomach pain, dilated pupils, fever, bloat, respiratory depression, and death"
245,cat,FALSE,null
245,dog,FALSE,null
245,horse,FALSE,null
246,cat,FALSE,null
246,dog,FALSE,null
246,horse,FALSE,null
247,cat,FALSE,null
247,dog,FALSE,null
247,horse,FALSE,null
248,cat,FALSE,null
248,dog,FALSE,null
248,horse,FALSE,null
249,cat,FALSE,null
249,dog,FALSE,null
249,horse,FALSE,null
250,cat,FALSE,null
250,dog,FALSE,null
250,horse,FALSE,null
251,cat,FALSE,null
251,dog,FALSE,null
251,horse,FALSE,null
252,cat,FALSE,null
252,dog,FALSE,null
252,horse,FALSE,null
253,cat,FALSE,null
253,dog,FALSE,null
253,horse,FALSE,null
254,cat,FALSE,null
254,dog,FALSE,null
254,horse,TRUE,null
255,cat,FALSE,null
255,dog,FALSE,null
255,horse,FALSE,null
256,cat,FALSE,null
256,dog,FALSE,null
256,horse,FALSE,null
257,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
257,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
257,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
258,cat,FALSE,null
258,dog,FALSE,null
258,horse,FALSE,null
259,cat,FALSE,null
259,dog,FALSE,null
259,horse,FALSE,null
260,cat,FALSE,null
260,dog,FALSE,null
260,horse,FALSE,null
261,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
261,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
261,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
262,cat,TRUE,"Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."
262,dog,TRUE,"Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."
262,horse,TRUE,"Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."
263,cat,TRUE,"Salivation, vomiting, diarrhea. Following large ingestions of tubers: heart rhythm abnormalities, seizures, death"
263,dog,TRUE,"Salivation, vomiting, diarrhea. Following large ingestions of tubers: heart rhythm abnormalities, seizures, death"
263,horse,TRUE,"Salivation, vomiting, diarrhea. Following large ingestions of tubers: heart rhythm abnormalities, seizures, death"
264,cat,FALSE,null
264,dog,FALSE,null
264,horse,TRUE,null
265,cat,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
265,dog,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
265,horse,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
266,cat,TRUE,"Mild gastrointestinal signs, mild dermatitis"
266,dog,TRUE,"Mild gastrointestinal signs, mild dermatitis"
266,horse,TRUE,"Mild gastrointestinal signs, mild dermatitis"
267,cat,FALSE,null
267,dog,FALSE,null
267,horse,FALSE,null
268,cat,TRUE,"Vomiting, diarrhea, hypersalivation, incoordination, dermatitis"
268,dog,TRUE,"Vomiting, diarrhea, hypersalivation, incoordination, dermatitis"
268,horse,TRUE,"Vomiting, diarrhea, hypersalivation, incoordination, dermatitis"
269,cat,FALSE,null
269,dog,FALSE,null
269,horse,FALSE,null
270,cat,FALSE,null
270,dog,FALSE,null
270,horse,TRUE,null
271,cat,TRUE,"Cats: kidney failure. Cows: Incoordination, paresis, blindness, death."
271,dog,FALSE,"Cats: kidney failure. Cows: Incoordination, paresis, blindness, death."
271,horse,TRUE,"Cats: kidney failure. Cows: Incoordination, paresis, blindness, death."
272,cat,TRUE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
272,dog,TRUE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
272,horse,TRUE,"Hypersalivation, inappetence, severe gastrointestinal upset, diarrhea, drowsiness, CNS depression, confusion, behavioral change, weakness, dilated pupils, slow heart rate."
273,cat,TRUE,"Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"
273,dog,TRUE,"Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"
273,horse,TRUE,"Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"
274,cat,TRUE,"Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"
274,dog,TRUE,"Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"
274,horse,TRUE,"Vomiting, diarrhea, anorexia, depression, irregular heart beat, death"
275,cat,FALSE,null
275,dog,FALSE,null
275,horse,FALSE,null
276,cat,TRUE,"Vomiting, diarrhea, abnormal heart rhythm (rare)."
276,dog,TRUE,"Vomiting, diarrhea, abnormal heart rhythm (rare)."
276,horse,TRUE,"Vomiting, diarrhea, abnormal heart rhythm (rare)."
277,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
277,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
277,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
278,cat,FALSE,null
278,dog,FALSE,null
278,horse,FALSE,null
279,cat,FALSE,null
279,dog,FALSE,null
279,horse,TRUE,null
280,cat,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
280,dog,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
280,horse,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
281,cat,FALSE,null
281,dog,FALSE,null
281,horse,TRUE,null
282,cat,TRUE,"Kidney failure, tremors, salivation."
282,dog,TRUE,"Kidney failure, tremors, salivation."
282,horse,TRUE,"Kidney failure, tremors, salivation."
283,cat,TRUE,"Increased urination, vomiting, diarrhea, dermatitis."
283,dog,TRUE,"Increased urination, vomiting, diarrhea, dermatitis."
283,horse,TRUE,"Increased urination, vomiting, diarrhea, dermatitis."
284,cat,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
284,dog,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
284,horse,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
285,cat,TRUE,"Diarrhea (possibly with blood), slow heart rate, weakness"
285,dog,TRUE,"Diarrhea (possibly with blood), slow heart rate, weakness"
285,horse,TRUE,"Diarrhea (possibly with blood), slow heart rate, weakness"
286,cat,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
286,dog,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
286,horse,TRUE,"Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats)."
287,cat,FALSE,null
287,dog,FALSE,null
287,horse,TRUE,null
288,cat,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing."
288,dog,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing."
288,horse,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing."
289,cat,FALSE,null
289,dog,FALSE,null
289,horse,TRUE,null
290,cat,FALSE,null
290,dog,FALSE,null
290,horse,TRUE,null
291,cat,FALSE,null
291,dog,FALSE,null
291,horse,TRUE,null
292,cat,TRUE,Vomiting and diarrhea.
292,dog,TRUE,Vomiting and diarrhea.
292,horse,TRUE,Vomiting and diarrhea.
293,cat,FALSE,null
293,dog,FALSE,null
293,horse,TRUE,null
294,cat,FALSE,null
294,dog,FALSE,null
294,horse,TRUE,null
295,cat,FALSE,null
295,dog,FALSE,null
295,horse,TRUE,null
296,cat,FALSE,null
296,dog,FALSE,null
296,horse,TRUE,null
297,cat,FALSE,null
297,dog,FALSE,null
297,horse,TRUE,null
298,cat,FALSE,null
298,dog,FALSE,null
298,horse,FALSE,null
299,cat,TRUE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
299,dog,FALSE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
299,horse,FALSE,"Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected."
300,cat,FALSE,null
300,dog,FALSE,null
300,horse,TRUE,null
301,cat,FALSE,null
301,dog,FALSE,null
301,horse,TRUE,null
302,cat,TRUE,"Drooling, abdominal pain and diarrhea, colic, depression."
302,dog,TRUE,"Drooling, abdominal pain and diarrhea, colic, depression."
302,horse,TRUE,"Drooling, abdominal pain and diarrhea, colic, depression."
303,cat,TRUE,null
303,dog,TRUE,null
303,horse,TRUE,null
304,cat,FALSE,null
304,dog,FALSE,null
304,horse,FALSE,null
305,cat,TRUE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
305,dog,TRUE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
305,horse,TRUE,"Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing."
306,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
306,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
306,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
307,cat,FALSE,Non-toxic
307,dog,FALSE,Non-toxic
307,horse,TRUE,Non-toxic
308,cat,TRUE,"Allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea)."
308,dog,TRUE,"Allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea)."
308,horse,TRUE,"Allergic dermatitis with repeated dermal exposure. Berry ingestion could result in gastric upset (vomiting, abdominal pain, or diarrhea)."
309,cat,FALSE,null
309,dog,FALSE,null
309,horse,TRUE,null
310,cat,FALSE,null
310,dog,FALSE,null
310,horse,FALSE,null
311,cat,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
311,dog,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
311,horse,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
312,cat,TRUE,"Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries"
312,dog,TRUE,"Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries"
312,horse,TRUE,"Vomiting, abdominal pain, hypersalivation, diarrhea. Foliage is more toxic than berries"
313,cat,TRUE,"Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."
313,dog,TRUE,"Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."
313,horse,TRUE,"Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure."
314,cat,FALSE,null
314,dog,FALSE,null
314,horse,TRUE,null
315,cat,TRUE,"Salivation, vomiting, diarrhea, depression, weakness"
315,dog,TRUE,"Salivation, vomiting, diarrhea, depression, weakness"
315,horse,TRUE,"Salivation, vomiting, diarrhea, depression, weakness"
316,cat,TRUE,"Vomiting, diarrhea - common. Drowsiness, low blood pressure, low heart rate - uncommon."
316,dog,TRUE,"Vomiting, diarrhea - common. Drowsiness, low blood pressure, low heart rate - uncommon."
316,horse,TRUE,"Vomiting, diarrhea - common. Drowsiness, low blood pressure, low heart rate - uncommon."
317,cat,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
317,dog,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
317,horse,TRUE,"Vomiting, diarrhea and depression. Leaves and berries are low toxicity."
318,cat,TRUE,"Weakness, lethargy, pacing, head pressing, tremors, seizures and possibly death."
318,dog,TRUE,"Weakness, lethargy, pacing, head pressing, tremors, seizures and possibly death."
318,horse,TRUE,"Weakness, lethargy, pacing, head pressing, tremors, seizures and possibly death."
319,cat,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
319,dog,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
319,horse,TRUE,"Oral irritation, intense burning and irritation of mouth , tongue and lips, excessive drooling, vomiting, difficulty swallowing"
320,cat,FALSE,null
320,dog,FALSE,null
320,horse,TRUE,null
321,cat,FALSE,null
321,dog,FALSE,null
321,horse,TRUE,null
322,cat,TRUE,"Vomiting, diarrhea"
322,dog,TRUE,"Vomiting, diarrhea"
322,horse,TRUE,"Vomiting, diarrhea"
323,cat,TRUE,Photosensitization (ulcerative and exudative dermatitis)
323,dog,TRUE,Photosensitization (ulcerative and exudative dermatitis)
323,horse,TRUE,Photosensitization (ulcerative and exudative dermatitis)
324,cat,FALSE,null
324,dog,FALSE,null
324,horse,TRUE,null
325,cat,TRUE,"Vomiting, anorexia, depression"
325,dog,TRUE,"Vomiting, anorexia, depression"
325,horse,TRUE,"Vomiting, anorexia, depression"
326,cat,FALSE,null
326,dog,FALSE,null
326,horse,TRUE,null
327,cat,TRUE,"Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."
327,dog,TRUE,"Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."
327,horse,TRUE,"Vomiting (may be bloody), dark stools, jaundice, increased thirst, bloody diarrhea, bruising, liver failure, death. 1-2 seeds can be fatal."
328,cat,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
328,dog,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
328,horse,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
329,cat,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
329,dog,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
329,horse,TRUE,"Vomiting, diarrhea, depression, cardiovascular collapse, hypersalivation, weakness, coma, low blood pressure, death. Ingestion of a few leaves can cause serious problems."
330,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
330,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
330,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing."
331,cat,TRUE,"The plant is not very palatable, but will be eaten by animals with no other forage; poisonings typically occur from ingestion of green plant material or material in hay. The toxic components can cause liver failure, referred to as ""walking disease"" or ""sleepy staggers"". Signs include weight loss, weakness, sleepiness, yawning, incoordination, yellowish discoloration to mucous membranes (icterus), neurologic problems secondary to liver failure (aimless walking, chewing motions, head pressing). Animals may appear to be normal at first, then become suddenly affected; the syndrome progresses rapidly over a few days to a week."
331,dog,TRUE,"The plant is not very palatable, but will be eaten by animals with no other forage; poisonings typically occur from ingestion of green plant material or material in hay. The toxic components can cause liver failure, referred to as ""walking disease"" or ""sleepy staggers"". Signs include weight loss, weakness, sleepiness, yawning, incoordination, yellowish discoloration to mucous membranes (icterus), neurologic problems secondary to liver failure (aimless walking, chewing motions, head pressing). Animals may appear to be normal at first, then become suddenly affected; the syndrome progresses rapidly over a few days to a week."
331,horse,TRUE,"The plant is not very palatable, but will be eaten by animals with no other forage; poisonings typically occur from ingestion of green plant material or material in hay. The toxic components can cause liver failure, referred to as ""walking disease"" or ""sleepy staggers"". Signs include weight loss, weakness, sleepiness, yawning, incoordination, yellowish discoloration to mucous membranes (icterus), neurologic problems secondary to liver failure (aimless walking, chewing motions, head pressing). Animals may appear to be normal at first, then become suddenly affected; the syndrome progresses rapidly over a few days to a week."
332,cat,TRUE,"The plant is commonly ingested when horses have very little suitable vegetation to graze on; ingestions over several days or weeks may result in adverse clinical effects. The toxic component breaks down thiamine (an essential nutrient for central nervous system function and metabolism). Clinical signs include weight loss, central nervous system disorders, muscle weakness gradually progressing in severity, convulsions and death."
332,dog,TRUE,"The plant is commonly ingested when horses have very little suitable vegetation to graze on; ingestions over several days or weeks may result in adverse clinical effects. The toxic component breaks down thiamine (an essential nutrient for central nervous system function and metabolism). Clinical signs include weight loss, central nervous system disorders, muscle weakness gradually progressing in severity, convulsions and death."
332,horse,TRUE,"The plant is commonly ingested when horses have very little suitable vegetation to graze on; ingestions over several days or weeks may result in adverse clinical effects. The toxic component breaks down thiamine (an essential nutrient for central nervous system function and metabolism). Clinical signs include weight loss, central nervous system disorders, muscle weakness gradually progressing in severity, convulsions and death."
333,cat,TRUE,"The plant is not typically ingested unless other forage is unavailable, or the plant is incorporated into hay. Poisonings occur most commonly from first and sometimes second cuttings of hay. The toxic component is an irritant, and causes digestive tract irritation."
333,dog,TRUE,"The plant is not typically ingested unless other forage is unavailable, or the plant is incorporated into hay. Poisonings occur most commonly from first and sometimes second cuttings of hay. The toxic component is an irritant, and causes digestive tract irritation."
333,horse,TRUE,"The plant is not typically ingested unless other forage is unavailable, or the plant is incorporated into hay. Poisonings occur most commonly from first and sometimes second cuttings of hay. The toxic component is an irritant, and causes digestive tract irritation."
334,cat,FALSE,null
334,dog,FALSE,null
334,horse,TRUE,null
335,cat,TRUE,"Contact with the skin can cause dermatitis, ingestion can cause oral irritation, salivation and vomiting"
335,dog,TRUE,"Contact with the skin can cause dermatitis, ingestion can cause oral irritation, salivation and vomiting"
335,horse,TRUE,"Contact with the skin can cause dermatitis, ingestion can cause oral irritation, salivation and vomiting"
336,cat,FALSE,null
336,dog,FALSE,null
336,horse,FALSE,null
337,cat,FALSE,null
337,dog,FALSE,null
337,horse,FALSE,null
338,cat,TRUE,"Vomiting, diarrhea, depression, anorexia, hypersalivation and wobbly gait."
338,dog,TRUE,"Vomiting, diarrhea, depression, anorexia, hypersalivation and wobbly gait."
338,horse,TRUE,"Vomiting, diarrhea, depression, anorexia, hypersalivation and wobbly gait."
339,cat,FALSE,null
339,dog,FALSE,null
339,horse,TRUE,null
340,cat,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
340,dog,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
340,horse,TRUE,"Vomiting, salvation, diarrhea; large ingestions cause convulsions, low blood pressure, tremors and cardiac arrhythmias. Bulbs are the most poisonous part."
341,cat,FALSE,null
341,dog,FALSE,null
341,horse,FALSE,null
342,cat,FALSE,null
342,dog,FALSE,null
342,horse,TRUE,null
343,cat,TRUE,"Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes."
343,dog,TRUE,"Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes."
343,horse,TRUE,"Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes."
344,cat,FALSE,null
344,dog,FALSE,null
344,horse,TRUE,null
345,cat,FALSE,null
345,dog,FALSE,null
345,horse,TRUE,null
346,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
346,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
346,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
347,cat,TRUE,"Mild vomiting, diarrhea."
347,dog,TRUE,"Mild vomiting, diarrhea."
347,horse,TRUE,"Mild vomiting, diarrhea."
348,cat,TRUE,"In cats: dilated pupils, breathing difficulty, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness."
348,dog,TRUE,"In cats: dilated pupils, breathing difficulty, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness."
348,horse,TRUE,"In cats: dilated pupils, breathing difficulty, abdominal pain, increased heartrate and drooling. In both cats and dogs: vomiting, depression, inappetence, drooling, incoordination, and weakness."
349,cat,FALSE,null
349,dog,FALSE,null
349,horse,TRUE,null
350,cat,FALSE,null
350,dog,FALSE,null
350,horse,TRUE,null
351,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
351,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
351,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
352,cat,FALSE,null
352,dog,FALSE,null
352,horse,TRUE,null
353,cat,FALSE,null
353,dog,FALSE,null
353,horse,TRUE,null
354,cat,FALSE,null
354,dog,FALSE,null
354,horse,FALSE,null
355,cat,TRUE,"Cardiac arrhythmias, vomiting, diarrhea, weakness, cardiac failure, death."
355,dog,TRUE,"Cardiac arrhythmias, vomiting, diarrhea, weakness, cardiac failure, death."
355,horse,TRUE,"Cardiac arrhythmias, vomiting, diarrhea, weakness, cardiac failure, death."
356,cat,TRUE,"Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing"
356,dog,TRUE,"Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing"
356,horse,TRUE,"Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing"
357,cat,FALSE,"Mild vomiting, diarrhea."
357,dog,FALSE,"Mild vomiting, diarrhea."
357,horse,FALSE,"Mild vomiting, diarrhea."
358,cat,FALSE,null
358,dog,FALSE,null
358,horse,TRUE,null
359,cat,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
359,dog,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
359,horse,TRUE,"Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing"
360,cat,TRUE,"Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies."
360,dog,TRUE,"Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies."
360,horse,TRUE,"Contact dermatitis, vomiting, diarrhea, anorexia, allergic reactions. Long term use can lead to bleeding tendencies."
361,cat,TRUE,"Vomiting, diarrhea, dermatitis and allergic reactions. Bulbs contain highest amount of toxin."
361,dog,TRUE,"Vomiting, diarrhea, dermatitis and allergic reactions. Bulbs contain highest amount of toxin."
361,horse,TRUE,"Vomiting, diarrhea, dermatitis and allergic reactions. Bulbs contain highest amount of toxin."
362,cat,FALSE,null
362,dog,FALSE,null
362,horse,TRUE,null
363,cat,FALSE,null
363,dog,FALSE,null
363,horse,TRUE,null
364,cat,TRUE,"Mild vomiting and/or diarrhea, hives."
364,dog,TRUE,"Mild vomiting and/or diarrhea, hives."
364,horse,TRUE,"Mild vomiting and/or diarrhea, hives."
365,cat,TRUE,"Vomiting, breakdown of red blood cells (hemolytic anemia, Heinz body anemia), blood in urine, weakness, high heart rate, panting"
365,dog,TRUE,"Vomiting, breakdown of red blood cells (hemolytic anemia, Heinz body anemia), blood in urine, weakness, high heart rate, panting"
365,horse,TRUE,"Vomiting, breakdown of red blood cells (hemolytic anemia, Heinz body anemia), blood in urine, weakness, high heart rate, panting"
366,cat,TRUE,"Vomiting, anorexia, depression, dermatitis"
366,dog,TRUE,"Vomiting, anorexia, depression, dermatitis"
366,horse,TRUE,"Vomiting, anorexia, depression, dermatitis"
367,cat,TRUE,"Contact dermatitis, vomiting, anorexia, depression."
367,dog,TRUE,"Contact dermatitis, vomiting, anorexia, depression."
367,horse,TRUE,"Contact dermatitis, vomiting, anorexia, depression."
368,cat,FALSE,null
368,dog,FALSE,null
368,horse,FALSE,null
369,cat,FALSE,null
369,dog,FALSE,null
369,horse,TRUE,null
370,cat,FALSE,null
370,dog,FALSE,null
370,horse,FALSE,null
371,cat,FALSE,null
